,Employee Number,First Name,Last Name,Date_x,Hours Worked,Date_y,Performance Review,Employee,Week,Year,Month,Weekday,Year_week,Year_month,Quarter
361,105,Emma,Davis,2025-01-01,9.6,2025-02-16,3 - Satisfactory,Emma Davis (105),1,2025,1,2,2025-W01,2025-01,2025Q1
362,105,Emma,Davis,2025-01-02,5.6,2025-02-16,3 - Satisfactory,Emma Davis (105),1,2025,1,3,2025-W01,2025-01,2025Q1
363,105,Emma,Davis,2025-01-03,4.9,2025-02-16,3 - Satisfactory,Emma Davis (105),1,2025,1,4,2025-W01,2025-01,2025Q1
364,105,Emma,Davis,2025-01-04,10.0,2025-02-16,3 - Satisfactory,Emma Davis (105),1,2025,1,5,2025-W01,2025-01,2025Q1
365,105,Emma,Davis,2025-01-06,8.7,2025-02-16,3 - Satisfactory,Emma Davis (105),2,2025,1,0,2025-W02,2025-01,2025Q1
366,105,Emma,Davis,2025-01-07,7.9,2025-02-16,3 - Satisfactory,Emma Davis (105),2,2025,1,1,2025-W02,2025-01,2025Q1
367,105,Emma,Davis,2025-01-08,7.6,2025-02-16,3 - Satisfactory,Emma Davis (105),2,2025,1,2,2025-W02,2025-01,2025Q1
368,105,Emma,Davis,2025-01-09,5.4,2025-02-16,3 - Satisfactory,Emma Davis (105),2,2025,1,3,2025-W02,2025-01,2025Q1
369,105,Emma,Davis,2025-01-10,4.4,2025-02-16,3 - Satisfactory,Emma Davis (105),2,2025,1,4,2025-W02,2025-01,2025Q1
370,105,Emma,Davis,2025-01-13,7.8,2025-02-16,3 - Satisfactory,Emma Davis (105),3,2025,1,0,2025-W03,2025-01,2025Q1
371,105,Emma,Davis,2025-01-14,4.5,2025-02-16,3 - Satisfactory,Emma Davis (105),3,2025,1,1,2025-W03,2025-01,2025Q1
372,105,Emma,Davis,2025-01-15,9.9,2025-02-16,3 - Satisfactory,Emma Davis (105),3,2025,1,2,2025-W03,2025-01,2025Q1
373,105,Emma,Davis,2025-01-16,5.7,2025-02-16,3 - Satisfactory,Emma Davis (105),3,2025,1,3,2025-W03,2025-01,2025Q1
374,105,Emma,Davis,2025-01-17,9.7,2025-02-16,3 - Satisfactory,Emma Davis (105),3,2025,1,4,2025-W03,2025-01,2025Q1
375,105,Emma,Davis,2025-01-18,5.0,2025-02-16,3 - Satisfactory,Emma Davis (105),3,2025,1,5,2025-W03,2025-01,2025Q1
376,105,Emma,Davis,2025-01-20,6.1,2025-02-16,3 - Satisfactory,Emma Davis (105),4,2025,1,0,2025-W04,2025-01,2025Q1
377,105,Emma,Davis,2025-01-21,7.8,2025-02-16,3 - Satisfactory,Emma Davis (105),4,2025,1,1,2025-W04,2025-01,2025Q1
378,105,Emma,Davis,2025-01-22,6.6,2025-02-16,3 - Satisfactory,Emma Davis (105),4,2025,1,2,2025-W04,2025-01,2025Q1
379,105,Emma,Davis,2025-01-23,6.4,2025-02-16,3 - Satisfactory,Emma Davis (105),4,2025,1,3,2025-W04,2025-01,2025Q1
380,105,Emma,Davis,2025-01-24,4.5,2025-02-16,3 - Satisfactory,Emma Davis (105),4,2025,1,4,2025-W04,2025-01,2025Q1
381,105,Emma,Davis,2025-01-27,7.8,2025-02-16,3 - Satisfactory,Emma Davis (105),5,2025,1,0,2025-W05,2025-01,2025Q1
382,105,Emma,Davis,2025-01-28,6.8,2025-02-16,3 - Satisfactory,Emma Davis (105),5,2025,1,1,2025-W05,2025-01,2025Q1
383,105,Emma,Davis,2025-01-29,4.5,2025-02-16,3 - Satisfactory,Emma Davis (105),5,2025,1,2,2025-W05,2025-01,2025Q1
384,105,Emma,Davis,2025-01-30,9.8,2025-02-16,3 - Satisfactory,Emma Davis (105),5,2025,1,3,2025-W05,2025-01,2025Q1
385,105,Emma,Davis,2025-01-31,6.7,2025-02-16,3 - Satisfactory,Emma Davis (105),5,2025,1,4,2025-W05,2025-01,2025Q1
386,105,Emma,Davis,2025-02-01,7.6,2025-02-16,3 - Satisfactory,Emma Davis (105),5,2025,2,5,2025-W05,2025-02,2025Q1
387,105,Emma,Davis,2025-02-03,5.6,2025-02-16,3 - Satisfactory,Emma Davis (105),6,2025,2,0,2025-W06,2025-02,2025Q1
388,105,Emma,Davis,2025-02-04,5.2,2025-02-16,3 - Satisfactory,Emma Davis (105),6,2025,2,1,2025-W06,2025-02,2025Q1
389,105,Emma,Davis,2025-02-05,6.8,2025-02-16,3 - Satisfactory,Emma Davis (105),6,2025,2,2,2025-W06,2025-02,2025Q1
390,105,Emma,Davis,2025-02-06,5.5,2025-02-16,3 - Satisfactory,Emma Davis (105),6,2025,2,3,2025-W06,2025-02,2025Q1
391,105,Emma,Davis,2025-02-07,5.7,2025-02-16,3 - Satisfactory,Emma Davis (105),6,2025,2,4,2025-W06,2025-02,2025Q1
392,105,Emma,Davis,2025-02-10,8.8,2025-02-16,3 - Satisfactory,Emma Davis (105),7,2025,2,0,2025-W07,2025-02,2025Q1
